name,short_name,scope,kind,local,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_token_count,external_token_uses,external_name_collision,external_declaration_sites,public_root,public_closure,tactics,role,ownership,audit_action,audit_note,repository_reachability
make_constrs_eq0_r,make_constrs_eq0_r,top,Definition,False,508,511,4,,,0,3,make_constrs_eq0_r_correct;make_poly_lt0_r;make_poly_gt0_r,1,V0,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_constrs_eq0_r_correct,make_constrs_eq0_r_correct,top,Lemma,False,513,548,36,518,548,31,2,make_poly_lt0_r_correct;make_poly_gt0_r_correct,5,V0;dot_product_opp_r;make_constrs_eq0_r;opp_app;opp_v0_v0,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 22, ""specialize"": 0, ""subst"": 0, ""unfold"": 12}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_poly_lt0_l,make_poly_lt0_l,top,Fixpoint,False,550,558,9,,,0,3,make_poly_lt0_l;make_poly_lt0_l_correct;make_poly_lt,4,Schedule;make_constr_lt0_l;make_constrs_eq0_l;make_poly_lt0_l,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_poly_lt0_l_correct,make_poly_lt0_l_correct,top,Lemma,False,560,666,107,566,666,101,1,make_poly_lt_correct',3,make_constr_lt0_l_correct;make_constrs_eq0_l_correct;make_poly_lt0_l,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 11, ""eapply"": 16, ""eauto"": 6, ""firstorder"": 2, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 11, ""specialize"": 0, ""subst"": 0, ""unfold"": 7}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_poly_lt0_r,make_poly_lt0_r,top,Fixpoint,False,668,676,9,,,0,3,make_poly_lt0_r;make_poly_lt0_r_correct;make_poly_gt,4,Schedule;make_constr_lt0_r;make_constrs_eq0_r;make_poly_lt0_r,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_poly_lt0_r_correct,make_poly_lt0_r_correct,top,Lemma,False,678,760,83,684,760,77,1,make_poly_gt_correct',3,make_constr_lt0_r_correct;make_constrs_eq0_r_correct;make_poly_lt0_r,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 11, ""eapply"": 8, ""eauto"": 2, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 11, ""specialize"": 0, ""subst"": 0, ""unfold"": 6}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_constr_gt0_l,make_constr_gt0_l,top,Definition,False,762,765,4,,,0,2,make_constr_gt0_l_correct;make_poly_gt0_l,1,V0,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_constr_gt0_l_correct,make_constr_gt0_l_correct,top,Lemma,False,767,783,17,772,783,12,1,make_poly_gt0_l_correct,3,V0;dot_product_opp_r;make_constr_gt0_l,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 5, ""specialize"": 0, ""subst"": 0, ""unfold"": 4}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_constr_gt0_r,make_constr_gt0_r,top,Definition,False,785,788,4,,,0,2,make_constr_gt0_r_correct;make_poly_gt0_r,1,V0,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_constr_gt0_r_correct,make_constr_gt0_r_correct,top,Lemma,False,790,806,17,795,806,12,1,make_poly_gt0_r_correct,3,V0;dot_product_opp_r;make_constr_gt0_r,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 5, ""specialize"": 0, ""subst"": 0, ""unfold"": 4}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_poly_gt0_l,make_poly_gt0_l,top,Fixpoint,False,808,817,10,,,0,3,make_poly_gt0_l;make_poly_gt0_l_correct;make_poly_gt,4,Schedule;make_constr_gt0_l;make_constrs_eq0_l;make_poly_gt0_l,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_poly_gt0_l_correct,make_poly_gt0_l_correct,top,Lemma,False,819,919,101,825,919,95,1,make_poly_gt_correct',3,make_constr_gt0_l_correct;make_constrs_eq0_l_correct;make_poly_gt0_l,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 10, ""eapply"": 16, ""eauto"": 6, ""firstorder"": 2, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 11, ""specialize"": 0, ""subst"": 0, ""unfold"": 9}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_poly_gt0_r,make_poly_gt0_r,top,Fixpoint,False,921,930,10,,,0,3,make_poly_gt0_r;make_poly_gt0_r_correct;make_poly_lt,4,Schedule;make_constr_gt0_r;make_constrs_eq0_r;make_poly_gt0_r,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_poly_gt0_r_correct,make_poly_gt0_r_correct,top,Lemma,False,932,1027,96,938,1015,78,1,make_poly_lt_correct',3,make_constr_gt0_r_correct;make_constrs_eq0_r_correct;make_poly_gt0_r,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 10, ""eapply"": 8, ""eauto"": 2, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 11, ""specialize"": 0, ""subst"": 0, ""unfold"": 8}",lexicographic-vs-zero constraint helper,PolyBase lex-constraint implementation,refactor symmetry,Internal live helper family; unify four left/right and lt/gt proof schemas while preserving definitions/paths.,dependency of explicit external root
make_constr_lt,make_constr_lt,top,Definition,False,1029,1032,4,,,0,3,make_constr_lt_correct;make_poly_lt;make_poly_lt_correct',0,,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,dependency of explicit external root
make_constr_lt_correct,make_constr_lt_correct,top,Lemma,False,1034,1049,16,1039,1049,11,1,make_poly_lt_correct',2,dot_product_opp_r;make_constr_lt,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 1, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,dependency of explicit external root
make_constrs_eq,make_constrs_eq,top,Definition,False,1051,1055,5,,,0,4,make_constrs_eq_correct;make_poly_lt;make_poly_gt;make_poly_eq,0,,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,dependency of explicit external root
make_constrs_eq_correct,make_constrs_eq_correct,top,Lemma,False,1057,1114,58,1062,1107,46,3,make_poly_lt_correct';make_poly_gt_correct';make_poly_eq_correct_true,4,dot_product_opp_r;make_constrs_eq;opp_app;opp_opp,0,,False,,False,True,"{""apply"": 0, ""assert"": 2, ""auto"": 0, ""destruct"": 1, ""eapply"": 2, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 4, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 19, ""specialize"": 0, ""subst"": 1, ""unfold"": 2}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,dependency of explicit external root
make_poly_lt,make_poly_lt,top,Fixpoint,False,1116,1129,14,,,0,3,make_poly_lt;make_poly_lt_correct';make_poly_lt_correct,6,Schedule;make_constr_lt;make_constrs_eq;make_poly_gt0_r;make_poly_lt;make_poly_lt0_l,7,src/TilingBandScheduleValidator.v:8993;src/TilingBandScheduleValidator.v:14413;src/TilingBandScheduleValidator.v:21798;src/PolyLang.v:5086;src/AffineValidator.v:565;src/AffineValidator.v:2983;src/AffineValidator.v:3014,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,explicit external token root
make_poly_lt_correct',make_poly_lt_correct',top,Lemma,False,1131,1312,182,1143,1312,170,1,make_poly_lt_correct,6,make_constr_lt;make_constr_lt_correct;make_constrs_eq_correct;make_poly_gt0_r_correct;make_poly_lt;make_poly_lt0_l_correct,0,,False,,False,True,"{""apply"": 0, ""assert"": 2, ""auto"": 0, ""destruct"": 20, ""eapply"": 19, ""eauto"": 6, ""firstorder"": 4, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 30, ""specialize"": 0, ""subst"": 8, ""unfold"": 9}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,dependency of explicit external root
make_poly_lt_correct,make_poly_lt_correct,top,Lemma,False,1314,1348,35,1325,1330,6,0,,2,make_poly_lt;make_poly_lt_correct',4,src/TilingBandScheduleValidator.v:9049;src/TilingBandScheduleValidator.v:14557;src/TilingBandScheduleValidator.v:21850;src/PolyLang.v:5096,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 1, ""eauto"": 1, ""firstorder"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 0, ""unfold"": 2}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,explicit external token root
make_constr_gt,make_constr_gt,top,Definition,False,1350,1353,4,,,0,3,make_constr_gt_correct;make_poly_gt;make_poly_gt_correct',0,,11,src/TilingBandScheduleValidator.v:8999;src/TilingBandScheduleValidator.v:9124;src/TilingBandScheduleValidator.v:9135;src/TilingBandScheduleValidator.v:14417;src/TilingBandScheduleValidator.v:14612;src/TilingBandScheduleValidator.v:14623;src/TilingBandScheduleValidator.v:21708;src/TilingBandScheduleValidator.v:21732;src/TilingBandScheduleValidator.v:21812;src/TilingBandScheduleValidator.v:21957;src/TilingBandScheduleValidator.v:21973,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,explicit external token root
make_constr_gt_correct,make_constr_gt_correct,top,Lemma,False,1355,1385,31,1360,1385,26,1,make_poly_gt_correct',2,dot_product_opp_r;make_constr_gt,4,src/TilingBandScheduleValidator.v:9128;src/TilingBandScheduleValidator.v:14616;src/TilingBandScheduleValidator.v:21747;src/TilingBandScheduleValidator.v:21961,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 2, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 9, ""specialize"": 0, ""subst"": 0, ""unfold"": 5}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,explicit external token root
make_poly_gt,make_poly_gt,top,Fixpoint,False,1387,1421,35,1408,,0,4,make_poly_gt;make_poly_gt_correct';make_poly_gt_correct;make_poly_ge,6,Schedule;make_constr_gt;make_constrs_eq;make_poly_gt;make_poly_gt0_l;make_poly_lt0_r,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,dependency of explicit external root
make_poly_gt_correct',make_poly_gt_correct',top,Lemma,False,1422,1590,169,1434,1590,157,1,make_poly_gt_correct,6,make_constr_gt;make_constr_gt_correct;make_constrs_eq_correct;make_poly_gt;make_poly_gt0_l_correct;make_poly_lt0_r_correct,0,,False,,False,True,"{""apply"": 0, ""assert"": 2, ""auto"": 0, ""destruct"": 19, ""eapply"": 19, ""eauto"": 6, ""firstorder"": 4, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 21, ""specialize"": 0, ""subst"": 8, ""unfold"": 9}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,dependency of explicit external root
make_poly_gt_correct,make_poly_gt_correct,top,Lemma,False,1593,1629,37,1604,1607,4,1,make_poly_ge_correct,2,make_poly_gt;make_poly_gt_correct',0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 1, ""eauto"": 1, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule lex-order polyhedron,PolyBase central polyhedral construction,keep/refactor,Central API; factor shared lt/gt recursion and exact-column projections without changing public statements.,dependency of explicit external root
make_poly_all0_l,make_poly_all0_l,top,Fixpoint,False,1630,1641,12,,,0,3,make_poly_all0_l;make_poly_all0_l_correct;make_poly_eq,3,Schedule;V0;make_poly_all0_l,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule equality/nondecrease polyhedron,PolyBase central polyhedral construction,keep/refactor,Reuse equality-row constructors in all-zero proofs; retain public constructors.,dependency of explicit external root
make_poly_all0_l_correct,make_poly_all0_l_correct,top,Lemma,False,1643,1747,105,1649,1747,99,1,make_poly_eq_correct_true,6,V0;dot_product_opp_r;make_poly_all0_l;opp_app;opp_opp;opp_v0_v0,0,,False,,False,True,"{""apply"": 0, ""assert"": 2, ""auto"": 0, ""destruct"": 3, ""eapply"": 12, ""eauto"": 6, ""firstorder"": 3, ""inversion"": 0, ""lia"": 5, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 34, ""specialize"": 0, ""subst"": 1, ""unfold"": 8}",schedule equality/nondecrease polyhedron,PolyBase central polyhedral construction,keep/refactor,Reuse equality-row constructors in all-zero proofs; retain public constructors.,dependency of explicit external root
make_poly_all0_r,make_poly_all0_r,top,Fixpoint,False,1749,1760,12,,,0,3,make_poly_all0_r;make_poly_all0_r_correct;make_poly_eq,3,Schedule;V0;make_poly_all0_r,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule equality/nondecrease polyhedron,PolyBase central polyhedral construction,keep/refactor,Reuse equality-row constructors in all-zero proofs; retain public constructors.,dependency of explicit external root
make_poly_all0_r_correct,make_poly_all0_r_correct,top,Lemma,False,1762,1866,105,1768,1864,97,1,make_poly_eq_correct_true,6,V0;dot_product_opp_r;make_poly_all0_r;opp_app;opp_opp;opp_v0_v0,0,,False,,False,True,"{""apply"": 0, ""assert"": 2, ""auto"": 0, ""destruct"": 3, ""eapply"": 4, ""eauto"": 2, ""firstorder"": 1, ""inversion"": 0, ""lia"": 5, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 40, ""specialize"": 0, ""subst"": 1, ""unfold"": 12}",schedule equality/nondecrease polyhedron,PolyBase central polyhedral construction,keep/refactor,Reuse equality-row constructors in all-zero proofs; retain public constructors.,dependency of explicit external root
make_poly_eq,make_poly_eq,top,Fixpoint,False,1867,1886,20,,,0,4,make_poly_eq;make_poly_eq_correct_true;make_poly_eq_correct_false;make_poly_ge,5,AffineFunction;make_constrs_eq;make_poly_all0_l;make_poly_all0_r;make_poly_eq,8,src/TilingBandScheduleValidator.v:8995;src/TilingBandScheduleValidator.v:9102;src/TilingBandScheduleValidator.v:9138;src/TilingBandScheduleValidator.v:21800;src/TilingBandScheduleValidator.v:21897;src/TilingBandScheduleValidator.v:21976;src/AffineValidator.v:548;src/AffineValidator.v:5157,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule equality/nondecrease polyhedron,PolyBase central polyhedral construction,keep/refactor,Reuse equality-row constructors in all-zero proofs; retain public constructors.,explicit external token root
make_poly_eq_correct_true,make_poly_eq_correct_true,top,Lemma,False,1888,1952,65,1896,1952,57,2,make_poly_eq_correct_false;make_poly_ge_correct,4,make_constrs_eq_correct;make_poly_all0_l_correct;make_poly_all0_r_correct;make_poly_eq,4,src/TilingBandScheduleValidator.v:9110;src/TilingBandScheduleValidator.v:21907;src/AffineValidator.v:2320;src/AffineValidator.v:5209,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 6, ""eapply"": 14, ""eauto"": 8, ""firstorder"": 3, ""inversion"": 1, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 9, ""specialize"": 0, ""subst"": 1, ""unfold"": 5}",schedule equality/nondecrease polyhedron,PolyBase central polyhedral construction,keep/refactor,Reuse equality-row constructors in all-zero proofs; retain public constructors.,explicit external token root
make_poly_eq_correct_false,make_poly_eq_correct_false,top,Lemma,False,1954,1977,24,1962,1977,16,0,,2,make_poly_eq;make_poly_eq_correct_true,0,,False,,False,False,"{""apply"": 0, ""assert"": 1, ""auto"": 0, ""destruct"": 1, ""eapply"": 3, ""eauto"": 2, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule equality negative corollary,redundant compatibility theorem,retire or wrap,No repository caller; derive from the true iff and Boolean discrimination if retained.,outside explicit external-root closure
make_poly_ge,make_poly_ge,top,Definition,False,1980,1987,8,,,0,1,make_poly_ge_correct,3,Schedule;make_poly_eq;make_poly_gt,4,src/PolyLang.v:5118;src/AffineValidator.v:566;src/AffineValidator.v:2999;src/AffineValidator.v:3021,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",schedule equality/nondecrease polyhedron,PolyBase central polyhedral construction,keep/refactor,Reuse equality-row constructors in all-zero proofs; retain public constructors.,explicit external token root
make_poly_ge_correct,make_poly_ge_correct,top,Lemma,False,1988,2029,42,2001,2029,29,0,,3,make_poly_eq_correct_true;make_poly_ge;make_poly_gt_correct,1,src/PolyLang.v:5128,False,,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 9, ""eauto"": 5, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 3}",schedule equality/nondecrease polyhedron,PolyBase central polyhedral construction,keep/refactor,Reuse equality-row constructors in all-zero proofs; retain public constructors.,explicit external token root
constr_transl_l,constr_transl_l,top,Definition,False,2032,2035,4,,,0,3,constr_transl_l_correct;map_constr_transl_l_correct;poly_product,1,V0,0,,False,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",product-space polyhedron embedding,PolyBase polyhedron composition,keep/refactor,Use a generic in_poly/map preservation lemma to shorten left/right map proofs.,dependency of explicit external root
constr_transl_l_correct,constr_transl_l_correct,top,Lemma,False,2037,2067,31,2042,2067,26,1,map_constr_transl_l_correct,2,V0;constr_transl_l,0,,False,,False,True,"{""apply"": 0, ""assert"": 1, ""auto"": 0, ""destruct"": 1, ""eapply"": 2, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""specialize"": 0, ""subst"": 1, ""unfold"": 2}",product-space polyhedron embedding,PolyBase polyhedron composition,keep/refactor,Use a generic in_poly/map preservation lemma to shorten left/right map proofs.,dependency of explicit external root
