kind,visibility,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,declaration_span_lines,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,config_root,reachable_from_config_root,layer,responsibility,hidden_structure,recommended_refactor,priority,refactor_risk,api_constraint
Theorem,Public,Opt_parallel_current_many_identity_tiled_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_identity_tiled_result_correct,ParallelPolOptCorrect,,,1700,1710,12,1706,1710,Qed,5,3,2,finish_extracted_result;parallel_current_many_identity_tiled_prepared_from_poly_correct,1,Opt_parallel_current_many_identity_tiled_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_identity_tiled_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_identity_tiled_with_iss_result_correct,ParallelPolOptCorrect,,,1712,1724,14,1720,1724,Qed,5,3,2,finish_extracted_result;parallel_current_many_identity_tiled_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_many_identity_tiled_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_affine_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_affine_result_correct,ParallelPolOptCorrect,,,1726,1736,12,1732,1736,Qed,5,3,2,finish_extracted_result;parallel_current_many_affine_prepared_from_poly_correct,1,Opt_parallel_current_many_affine_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_result_correct,ParallelPolOptCorrect,,,1738,1748,12,1744,1748,Qed,5,3,2,finish_extracted_result;parallel_current_many_prepared_from_poly_correct,1,Opt_parallel_current_many_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_diamond_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_diamond_result_correct,ParallelPolOptCorrect,,,1750,1760,12,1756,1760,Qed,5,3,2,finish_extracted_result;parallel_current_many_diamond_prepared_from_poly_correct,1,Opt_parallel_current_many_diamond_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_diamond_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_diamond_with_iss_result_correct,ParallelPolOptCorrect,,,1762,1772,12,1768,1772,Qed,5,3,2,finish_extracted_result;parallel_current_many_diamond_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_many_diamond_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_identity_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_identity_with_iss_result_correct,ParallelPolOptCorrect,,,1774,1784,12,1780,1784,Qed,5,3,2,finish_extracted_result;parallel_current_many_identity_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_many_identity_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_affine_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_affine_with_iss_result_correct,ParallelPolOptCorrect,,,1786,1796,12,1792,1796,Qed,5,3,2,finish_extracted_result;parallel_current_many_affine_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_many_affine_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_many_with_iss_result_correct,ParallelPolOptCorrect.Opt_parallel_current_many_with_iss_result_correct,ParallelPolOptCorrect,,,1798,1808,14,1804,1808,Qed,5,3,2,finish_extracted_result;parallel_current_many_prepared_from_poly_with_iss_correct,1,Opt_parallel_current_many_with_iss_correct,0,,no,yes,no,yes,Result route wrapper,Route-specific extraction/strengthening plus prepared-route correctness,low in this declaration; composition may be hidden in its shared macro/helper,Keep public theorem/type; use a shared polymorphic extraction lemma. Parallel and vector should use the same proof path.,P0,low,Exported and transitively used by a config entry; preserve name and type.
Theorem,Public,Opt_parallel_current_identity_correct,ParallelPolOptCorrect.Opt_parallel_current_identity_correct,ParallelPolOptCorrect,,,1812,1826,16,1818,1826,Qed,9,7,1,Opt_parallel_current_identity_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:156:ParallelCorrect.Opt_parallel_current_identity_correct;driver/VerifiedParallelCompilerConfig.v:382:ParallelCorrect.Opt_parallel_current_identity_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_identity_tiled_correct,ParallelPolOptCorrect.Opt_parallel_current_identity_tiled_correct,ParallelPolOptCorrect,,,1828,1842,16,1834,1842,Qed,9,7,1,Opt_parallel_current_identity_tiled_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:159:ParallelCorrect.Opt_parallel_current_identity_tiled_correct;driver/VerifiedParallelCompilerConfig.v:287:ParallelCorrect.Opt_parallel_current_identity_tiled_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_identity_tiled_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_identity_tiled_with_iss_correct,ParallelPolOptCorrect,,,1844,1858,16,1850,1858,Qed,9,7,1,Opt_parallel_current_identity_tiled_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:163:ParallelCorrect.Opt_parallel_current_identity_tiled_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:384:ParallelCorrect.Opt_parallel_current_identity_tiled_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_affine_correct,ParallelPolOptCorrect.Opt_parallel_current_affine_correct,ParallelPolOptCorrect,,,1860,1874,16,1866,1874,Qed,9,7,1,Opt_parallel_current_affine_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:166:ParallelCorrect.Opt_parallel_current_affine_correct;driver/VerifiedParallelCompilerConfig.v:386:ParallelCorrect.Opt_parallel_current_affine_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_correct,ParallelPolOptCorrect.Opt_parallel_current_correct,ParallelPolOptCorrect,,,1876,1890,16,1882,1890,Qed,9,7,1,Opt_parallel_current_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:168:ParallelCorrect.Opt_parallel_current_correct;driver/VerifiedParallelCompilerConfig.v:387:ParallelCorrect.Opt_parallel_current_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_diamond_correct,ParallelPolOptCorrect.Opt_parallel_current_diamond_correct,ParallelPolOptCorrect,,,1892,1906,16,1898,1906,Qed,9,7,1,Opt_parallel_current_diamond_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:170:ParallelCorrect.Opt_parallel_current_diamond_correct;driver/VerifiedParallelCompilerConfig.v:388:ParallelCorrect.Opt_parallel_current_diamond_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_diamond_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_diamond_with_iss_correct,ParallelPolOptCorrect,,,1908,1922,16,1914,1922,Qed,9,7,1,Opt_parallel_current_diamond_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:173:ParallelCorrect.Opt_parallel_current_diamond_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:389:ParallelCorrect.Opt_parallel_current_diamond_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_identity_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_identity_with_iss_correct,ParallelPolOptCorrect,,,1924,1938,16,1930,1938,Qed,9,7,1,Opt_parallel_current_identity_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:176:ParallelCorrect.Opt_parallel_current_identity_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:390:ParallelCorrect.Opt_parallel_current_identity_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_affine_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_affine_with_iss_correct,ParallelPolOptCorrect,,,1940,1954,16,1946,1954,Qed,9,7,1,Opt_parallel_current_affine_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:179:ParallelCorrect.Opt_parallel_current_affine_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:391:ParallelCorrect.Opt_parallel_current_affine_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_with_iss_correct,ParallelPolOptCorrect,,,1956,1970,16,1962,1970,Qed,9,7,1,Opt_parallel_current_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:181:ParallelCorrect.Opt_parallel_current_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:392:ParallelCorrect.Opt_parallel_current_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_identity_correct,ParallelPolOptCorrect.Opt_parallel_current_many_identity_correct,ParallelPolOptCorrect,,,1972,1986,16,1978,1986,Qed,9,7,1,Opt_parallel_current_many_identity_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:211:ParallelCorrect.Opt_parallel_current_many_identity_correct;driver/VerifiedParallelCompilerConfig.v:404:ParallelCorrect.Opt_parallel_current_many_identity_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_identity_tiled_correct,ParallelPolOptCorrect.Opt_parallel_current_many_identity_tiled_correct,ParallelPolOptCorrect,,,1988,2002,16,1994,2002,Qed,9,7,1,Opt_parallel_current_many_identity_tiled_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:214:ParallelCorrect.Opt_parallel_current_many_identity_tiled_correct;driver/VerifiedParallelCompilerConfig.v:405:ParallelCorrect.Opt_parallel_current_many_identity_tiled_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_identity_tiled_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_many_identity_tiled_with_iss_correct,ParallelPolOptCorrect,,,2004,2020,18,2012,2020,Qed,9,7,1,Opt_parallel_current_many_identity_tiled_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:220:ParallelCorrect.Opt_parallel_current_many_identity_tiled_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:406:ParallelCorrect.Opt_parallel_current_many_identity_tiled_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_affine_correct,ParallelPolOptCorrect.Opt_parallel_current_many_affine_correct,ParallelPolOptCorrect,,,2022,2036,16,2028,2036,Qed,9,7,1,Opt_parallel_current_many_affine_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:224:ParallelCorrect.Opt_parallel_current_many_affine_correct;driver/VerifiedParallelCompilerConfig.v:408:ParallelCorrect.Opt_parallel_current_many_affine_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_correct,ParallelPolOptCorrect.Opt_parallel_current_many_correct,ParallelPolOptCorrect,,,2038,2052,16,2044,2052,Qed,9,7,1,Opt_parallel_current_many_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:226:ParallelCorrect.Opt_parallel_current_many_correct;driver/VerifiedParallelCompilerConfig.v:409:ParallelCorrect.Opt_parallel_current_many_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_diamond_correct,ParallelPolOptCorrect.Opt_parallel_current_many_diamond_correct,ParallelPolOptCorrect,,,2054,2068,16,2060,2068,Qed,9,7,1,Opt_parallel_current_many_diamond_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:229:ParallelCorrect.Opt_parallel_current_many_diamond_correct;driver/VerifiedParallelCompilerConfig.v:410:ParallelCorrect.Opt_parallel_current_many_diamond_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_diamond_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_many_diamond_with_iss_correct,ParallelPolOptCorrect,,,2070,2084,16,2076,2084,Qed,9,7,1,Opt_parallel_current_many_diamond_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:233:ParallelCorrect.Opt_parallel_current_many_diamond_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:411:ParallelCorrect.Opt_parallel_current_many_diamond_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_identity_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_many_identity_with_iss_correct,ParallelPolOptCorrect,,,2086,2100,16,2092,2100,Qed,9,7,1,Opt_parallel_current_many_identity_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:238:ParallelCorrect.Opt_parallel_current_many_identity_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:412:ParallelCorrect.Opt_parallel_current_many_identity_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_affine_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_many_affine_with_iss_correct,ParallelPolOptCorrect,,,2102,2116,16,2108,2116,Qed,9,7,1,Opt_parallel_current_many_affine_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:243:ParallelCorrect.Opt_parallel_current_many_affine_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:413:ParallelCorrect.Opt_parallel_current_many_affine_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Theorem,Public,Opt_parallel_current_many_with_iss_correct,ParallelPolOptCorrect.Opt_parallel_current_many_with_iss_correct,ParallelPolOptCorrect,,,2118,2132,18,2124,2132,Qed,9,7,1,Opt_parallel_current_many_with_iss_result_correct,0,,2,driver/ExtractedPipelineCorrect.v:247:ParallelCorrect.Opt_parallel_current_many_with_iss_correct;driver/VerifiedParallelCompilerConfig.v:414:ParallelCorrect.Opt_parallel_current_many_with_iss_correct,yes,yes,yes,yes,Alarm-free entry wrapper,"Unwraps a result-returning route through res_to_alarm, then invokes its result theorem",low in this declaration; composition may be hidden in its shared macro/helper,Keep all public entry theorem types; use one polymorphic result-unwrapping lemma for both parallel and vector families.,P0,low,Direct qualified external use; preserve name and type.
Lemma,Public,vector_current_identity_prepared_from_poly_correct,ParallelPolOptCorrect.vector_current_identity_prepared_from_poly_correct,ParallelPolOptCorrect,,,2136,2148,14,2143,2148,Qed,6,4,1,checked_vector_current_annotated_codegen_at_correct,1,Opt_vector_current_identity_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_affine_prepared_from_poly_correct,ParallelPolOptCorrect.vector_current_affine_prepared_from_poly_correct,ParallelPolOptCorrect,,,2150,2162,14,2157,2162,Qed,6,4,2,checked_vector_current_annotated_codegen_at_correct;finish_checked_affine_annotation,1,Opt_vector_current_affine_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_prepared_from_poly_correct,ParallelPolOptCorrect.vector_current_prepared_from_poly_correct,ParallelPolOptCorrect,,,2164,2178,16,2171,2178,Qed,8,6,4,checked_vector_current_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;phase_pipeline_opt_prepared_from_poly_no_iss_poly_correct;phase_pipeline_opt_prepared_from_poly_no_iss_poly_wf,1,Opt_vector_current_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_identity_tiled_prepared_from_poly_correct,ParallelPolOptCorrect.vector_current_identity_tiled_prepared_from_poly_correct,ParallelPolOptCorrect,,,2180,2196,18,2189,2196,Qed,8,6,4,checked_vector_current_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;identity_tiling_opt_prepared_from_poly_no_iss_poly_correct;identity_tiling_opt_prepared_from_poly_no_iss_poly_wf,1,Opt_vector_current_identity_tiled_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_identity_tiled_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.vector_current_identity_tiled_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,2198,2214,18,2207,2214,Qed,8,6,4,checked_vector_current_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;identity_tiling_opt_prepared_from_poly_with_iss_poly_correct;identity_tiling_opt_prepared_from_poly_with_iss_poly_wf,1,Opt_vector_current_identity_tiled_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_diamond_prepared_from_poly_correct,ParallelPolOptCorrect.vector_current_diamond_prepared_from_poly_correct,ParallelPolOptCorrect,,,2216,2230,16,2223,2230,Qed,8,6,4,checked_vector_current_annotated_codegen_at_correct;diamond_phase_pipeline_opt_prepared_from_poly_no_iss_poly_correct;diamond_phase_pipeline_opt_prepared_from_poly_no_iss_poly_wf;finish_checked_annotation_after_preparation,1,Opt_vector_current_diamond_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_diamond_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.vector_current_diamond_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,2232,2248,18,2241,2248,Qed,8,6,4,checked_vector_current_annotated_codegen_at_correct;diamond_phase_pipeline_opt_prepared_from_poly_with_iss_poly_correct;diamond_phase_pipeline_opt_prepared_from_poly_with_iss_poly_wf;finish_checked_annotation_after_preparation,1,Opt_vector_current_diamond_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_identity_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.vector_current_identity_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,2250,2266,18,2259,2266,Qed,8,6,4,checked_vector_current_annotated_codegen_at_correct;finish_checked_iss_annotation;iss_only_prepared_from_poly_correct;iss_only_prepared_from_poly_wf_affine,1,Opt_vector_current_identity_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_affine_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.vector_current_affine_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,2268,2284,18,2277,2284,Qed,8,6,4,checked_vector_current_annotated_codegen_at_correct;finish_checked_iss_annotation;iss_affine_prepared_from_poly_correct;iss_affine_prepared_from_poly_wf_affine,1,Opt_vector_current_affine_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
Lemma,Public,vector_current_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect.vector_current_prepared_from_poly_with_iss_correct,ParallelPolOptCorrect,,,2286,2300,16,2293,2300,Qed,8,6,4,checked_vector_current_annotated_codegen_at_correct;finish_checked_annotation_after_preparation;phase_pipeline_opt_prepared_from_poly_with_iss_poly_correct;phase_pipeline_opt_prepared_from_poly_with_iss_poly_wf,1,Opt_vector_current_with_iss_result_correct,0,,no,yes,no,yes,Prepared route wrapper,Route-specific instantiation of preprocessing plus checked parallel/vector annotation/codegen,low in this declaration; composition may be hidden in its shared macro/helper,"Keep route-specific public theorem/type, but instantiate a Local generic composition lemma instead of a lazymatch macro.",retain,low,Exported and transitively used by a config entry; preserve name and type.
